01-02 09:31:01,549326 [INFOR] [userlog] 当前:2024-01-02 09:31:01 用户:cxh 登录成功
01-02 09:31:07,132572 [INFOR] [userlog] 当前:2024-01-02 09:31:07 用户:cxh 退出登录
01-02 09:31:12,454902 [INFOR] [userlog] 当前:2024-01-02 09:31:12 用户:wwh 登录成功
01-02 19:23:23,787568 [INFOR] [userlog] 当前:2024-01-02 19:23:23 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.5 AnnexB Standard.zip, id:2129
01-02 19:23:25,214832 [INFOR] [userlog] 当前:2024-01-02 19:23:25 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.5 AnnexB 246302.zip, id:2130
01-02 19:23:25,740285 [INFOR] [userlog] 当前:2024-01-02 19:23:25 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.5 AnnexB 246302.zip, id:2130
01-02 19:23:27,252697 [INFOR] [userlog] 当前:2024-01-02 19:23:27 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.5 AnnexB 215202.zip, id:2131
01-02 19:23:27,866368 [INFOR] [userlog] 当前:2024-01-02 19:23:27 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.5 AnnexB 215202.zip, id:2131
01-02 19:23:29,470510 [INFOR] [userlog] 当前:2024-01-02 19:23:29 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.5 AnnexB 2111302.zip, id:2132
01-02 19:23:29,978928 [INFOR] [userlog] 当前:2024-01-02 19:23:29 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.5 AnnexB 2111302.zip, id:2132
01-02 19:23:31,585927 [INFOR] [userlog] 当前:2024-01-02 19:23:31 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.5 AnnexB 214702.zip, id:2133
01-02 19:23:32,121121 [INFOR] [userlog] 当前:2024-01-02 19:23:31 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.5 AnnexB 214702.zip, id:2133
01-02 19:23:33,622984 [INFOR] [userlog] 当前:2024-01-02 19:23:33 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.5 AnnexB 2121302.zip, id:2134
01-02 19:23:34,055668 [INFOR] [userlog] 当前:2024-01-02 19:23:33 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.5 AnnexB 2121302.zip, id:2134
01-02 19:23:35,426552 [INFOR] [userlog] 当前:2024-01-02 19:23:35 用户:wwh 创建固件扫描任务:Vigor2710 AnnexB 214702.zip, id:2135
01-02 19:23:35,935511 [INFOR] [userlog] 当前:2024-01-02 19:23:35 用户:wwh 开始固件扫描任务:Vigor2710 AnnexB 214702.zip, id:2135
01-02 19:23:37,420868 [INFOR] [userlog] 当前:2024-01-02 19:23:37 用户:wwh 创建固件扫描任务:Vigor2710 AnnexB 2111302.zip, id:2136
01-02 19:23:38,038380 [INFOR] [userlog] 当前:2024-01-02 19:23:37 用户:wwh 开始固件扫描任务:Vigor2710 AnnexB 2111302.zip, id:2136
01-02 19:23:39,771454 [INFOR] [userlog] 当前:2024-01-02 19:23:39 用户:wwh 创建固件扫描任务:Vigor2710 AnnexB 215202.zip, id:2137
01-02 19:23:40,414436 [INFOR] [userlog] 当前:2024-01-02 19:23:40 用户:wwh 开始固件扫描任务:Vigor2710 AnnexB 215202.zip, id:2137
01-02 19:23:41,818184 [INFOR] [userlog] 当前:2024-01-02 19:23:41 用户:wwh 创建固件扫描任务:Vigor2710 AnnexA 2121501.zip, id:2138
01-02 19:23:42,366536 [INFOR] [userlog] 当前:2024-01-02 19:23:42 用户:wwh 开始固件扫描任务:Vigor2710 AnnexA 2121501.zip, id:2138
01-02 19:23:43,789230 [INFOR] [userlog] 当前:2024-01-02 19:23:43 用户:wwh 创建固件扫描任务:Vigor2710 AnnexA 2211201.zip, id:2139
01-02 19:23:44,302309 [INFOR] [userlog] 当前:2024-01-02 19:23:44 用户:wwh 开始固件扫描任务:Vigor2710 AnnexA 2211201.zip, id:2139
01-02 19:23:45,678061 [INFOR] [userlog] 当前:2024-01-02 19:23:45 用户:wwh 创建固件扫描任务:Vigor2710 AnnexB 2121302.zip, id:2140
01-02 19:23:46,201372 [INFOR] [userlog] 当前:2024-01-02 19:23:45 用户:wwh 开始固件扫描任务:Vigor2710 AnnexB 2121302.zip, id:2140
01-02 19:23:47,516863 [INFOR] [userlog] 当前:2024-01-02 19:23:47 用户:wwh 创建固件扫描任务:Vigor2710 AnnexB 2111312.zip, id:2141
01-02 19:23:48,025730 [INFOR] [userlog] 当前:2024-01-02 19:23:47 用户:wwh 开始固件扫描任务:Vigor2710 AnnexB 2111312.zip, id:2141
01-02 19:23:49,363073 [INFOR] [userlog] 当前:2024-01-02 19:23:49 用户:wwh 创建固件扫描任务:Vigor2710 AnnexB 2111112.zip, id:2142
01-02 19:23:49,864730 [INFOR] [userlog] 当前:2024-01-02 19:23:49 用户:wwh 开始固件扫描任务:Vigor2710 AnnexB 2111112.zip, id:2142
01-02 19:23:51,181810 [INFOR] [userlog] 当前:2024-01-02 19:23:51 用户:wwh 创建固件扫描任务:Vigor2710 AnnexA 211011.zip, id:2143
01-02 19:23:51,707465 [INFOR] [userlog] 当前:2024-01-02 19:23:51 用户:wwh 开始固件扫描任务:Vigor2710 AnnexA 211011.zip, id:2143
01-02 19:23:53,065386 [INFOR] [userlog] 当前:2024-01-02 19:23:53 用户:wwh 创建固件扫描任务:Vigor2710 AnnexA 211801.zip, id:2144
01-02 19:23:53,618429 [INFOR] [userlog] 当前:2024-01-02 19:23:53 用户:wwh 开始固件扫描任务:Vigor2710 AnnexA 211801.zip, id:2144
01-02 19:23:55,216148 [INFOR] [userlog] 当前:2024-01-02 19:23:55 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_B_246302.zip, id:2145
01-02 19:23:56,014652 [INFOR] [userlog] 当前:2024-01-02 19:23:55 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_B_246302.zip, id:2145
01-02 19:23:57,601641 [INFOR] [userlog] 当前:2024-01-02 19:23:57 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_B_215202.zip, id:2146
01-02 19:23:58,098995 [INFOR] [userlog] 当前:2024-01-02 19:23:57 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_B_215202.zip, id:2146
01-02 19:23:59,768073 [INFOR] [userlog] 当前:2024-01-02 19:23:59 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_B_2111312.zip, id:2147
01-02 19:24:00,308673 [INFOR] [userlog] 当前:2024-01-02 19:24:00 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_B_2111312.zip, id:2147
01-02 19:24:01,822704 [INFOR] [userlog] 当前:2024-01-02 19:24:01 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_B_STD.zip, id:2148
01-02 19:24:02,315174 [INFOR] [userlog] 当前:2024-01-02 19:24:02 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_B_STD.zip, id:2148
01-02 19:24:03,983266 [INFOR] [userlog] 当前:2024-01-02 19:24:03 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_B_2121302.zip, id:2149
01-02 19:24:04,473867 [INFOR] [userlog] 当前:2024-01-02 19:24:04 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_B_2121302.zip, id:2149
01-02 19:24:06,191582 [INFOR] [userlog] 当前:2024-01-02 19:24:06 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_B_2111302.zip, id:2150
01-02 19:24:06,699692 [INFOR] [userlog] 当前:2024-01-02 19:24:06 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_B_2111302.zip, id:2150
01-02 19:24:08,302380 [INFOR] [userlog] 当前:2024-01-02 19:24:08 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_B_214702.zip, id:2151
01-02 19:24:08,737537 [INFOR] [userlog] 当前:2024-01-02 19:24:08 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_B_214702.zip, id:2151
01-02 19:24:10,317991 [INFOR] [userlog] 当前:2024-01-02 19:24:10 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_232201.zip, id:2152
01-02 19:24:11,107769 [INFOR] [userlog] 当前:2024-01-02 19:24:10 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_232201.zip, id:2152
01-02 19:24:12,936158 [INFOR] [userlog] 当前:2024-01-02 19:24:12 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_243701.zip, id:2153
01-02 19:24:13,407095 [INFOR] [userlog] 当前:2024-01-02 19:24:13 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_243701.zip, id:2153
01-02 19:24:14,944779 [INFOR] [userlog] 当前:2024-01-02 19:24:14 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_211801.zip, id:2154
01-02 19:24:15,397970 [INFOR] [userlog] 当前:2024-01-02 19:24:15 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_211801.zip, id:2154
01-02 19:24:16,952723 [INFOR] [userlog] 当前:2024-01-02 19:24:16 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_2121501.zip, id:2155
01-02 19:24:17,482018 [INFOR] [userlog] 当前:2024-01-02 19:24:17 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_2121501.zip, id:2155
01-02 19:24:19,228209 [INFOR] [userlog] 当前:2024-01-02 19:24:19 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_2471201.zip, id:2156
01-02 19:24:19,766154 [INFOR] [userlog] 当前:2024-01-02 19:24:19 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_2471201.zip, id:2156
01-02 19:24:21,483330 [INFOR] [userlog] 当前:2024-01-02 19:24:21 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_244001.zip, id:2157
01-02 19:24:21,942388 [INFOR] [userlog] 当前:2024-01-02 19:24:21 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_244001.zip, id:2157
01-02 19:24:23,710381 [INFOR] [userlog] 当前:2024-01-02 19:24:23 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_STD.zip, id:2158
01-02 19:24:24,144798 [INFOR] [userlog] 当前:2024-01-02 19:24:23 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_STD.zip, id:2158
01-02 19:24:25,794477 [INFOR] [userlog] 当前:2024-01-02 19:24:25 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_2431301.zip, id:2159
01-02 19:24:26,347824 [INFOR] [userlog] 当前:2024-01-02 19:24:26 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_2431301.zip, id:2159
01-02 19:24:27,881484 [INFOR] [userlog] 当前:2024-01-02 19:24:27 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_2211201.zip, id:2160
01-02 19:24:28,426501 [INFOR] [userlog] 当前:2024-01-02 19:24:28 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_2211201.zip, id:2160
01-02 19:24:29,990998 [INFOR] [userlog] 当前:2024-01-02 19:24:29 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_243601.zip, id:2161
01-02 19:24:30,513254 [INFOR] [userlog] 当前:2024-01-02 19:24:30 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_243601.zip, id:2161
01-02 19:24:32,803402 [INFOR] [userlog] 当前:2024-01-02 19:24:32 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3.2_A_252901.zip, id:2162
01-02 19:24:33,331210 [INFOR] [userlog] 当前:2024-01-02 19:24:33 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3.2_A_252901.zip, id:2162
01-02 19:24:34,446848 [INFOR] [userlog] 当前:2024-01-02 19:24:34 用户:wwh 创建固件扫描任务:v2710_a8_336.all, id:2163
01-02 19:24:34,833517 [INFOR] [userlog] 当前:2024-01-02 19:24:34 用户:wwh 开始固件扫描任务:v2710_a8_336.all, id:2163
01-02 19:24:36,033011 [INFOR] [userlog] 当前:2024-01-02 19:24:36 用户:wwh 创建固件扫描任务:v2710_a8_336.rst, id:2164
01-02 19:24:36,540538 [INFOR] [userlog] 当前:2024-01-02 19:24:36 用户:wwh 开始固件扫描任务:v2710_a8_336.rst, id:2164
01-02 19:24:37,736745 [INFOR] [userlog] 当前:2024-01-02 19:24:37 用户:wwh 创建固件扫描任务:v2710_a_336.all, id:2165
01-02 19:24:38,260310 [INFOR] [userlog] 当前:2024-01-02 19:24:37 用户:wwh 开始固件扫描任务:v2710_a_336.all, id:2165
01-02 19:24:39,520353 [INFOR] [userlog] 当前:2024-01-02 19:24:39 用户:wwh 创建固件扫描任务:v2710_a_336.rst, id:2166
01-02 19:24:39,968900 [INFOR] [userlog] 当前:2024-01-02 19:24:39 用户:wwh 开始固件扫描任务:v2710_a_336.rst, id:2166
01-02 19:24:41,139300 [INFOR] [userlog] 当前:2024-01-02 19:24:41 用户:wwh 创建固件扫描任务:v2710_a5_336.rst, id:2167
01-02 19:24:41,594673 [INFOR] [userlog] 当前:2024-01-02 19:24:41 用户:wwh 开始固件扫描任务:v2710_a5_336.rst, id:2167
01-02 19:24:42,810730 [INFOR] [userlog] 当前:2024-01-02 19:24:42 用户:wwh 创建固件扫描任务:v2710_a5_336.all, id:2168
01-02 19:24:43,303320 [INFOR] [userlog] 当前:2024-01-02 19:24:43 用户:wwh 开始固件扫描任务:v2710_a5_336.all, id:2168
01-02 19:24:44,920834 [INFOR] [userlog] 当前:2024-01-02 19:24:44 用户:wwh 创建固件扫描任务:v2710_a6_336.rst, id:2169
01-02 19:24:45,434130 [INFOR] [userlog] 当前:2024-01-02 19:24:45 用户:wwh 开始固件扫描任务:v2710_a6_336.rst, id:2169
01-02 19:24:46,557821 [INFOR] [userlog] 当前:2024-01-02 19:24:46 用户:wwh 创建固件扫描任务:v2710_a6_336.all, id:2170
01-02 19:24:47,082422 [INFOR] [userlog] 当前:2024-01-02 19:24:46 用户:wwh 开始固件扫描任务:v2710_a6_336.all, id:2170
01-02 19:24:48,290247 [INFOR] [userlog] 当前:2024-01-02 19:24:48 用户:wwh 创建固件扫描任务:v2710_a3_336.all, id:2171
01-02 19:24:48,795606 [INFOR] [userlog] 当前:2024-01-02 19:24:48 用户:wwh 开始固件扫描任务:v2710_a3_336.all, id:2171
01-02 19:24:50,004380 [INFOR] [userlog] 当前:2024-01-02 19:24:49 用户:wwh 创建固件扫描任务:v2710_a3_336.rst, id:2172
01-02 19:24:50,410753 [INFOR] [userlog] 当前:2024-01-02 19:24:50 用户:wwh 开始固件扫描任务:v2710_a3_336.rst, id:2172
01-02 19:24:51,637333 [INFOR] [userlog] 当前:2024-01-02 19:24:51 用户:wwh 创建固件扫描任务:v2710_a2_336.rst, id:2173
01-02 19:24:52,152827 [INFOR] [userlog] 当前:2024-01-02 19:24:51 用户:wwh 开始固件扫描任务:v2710_a2_336.rst, id:2173
01-02 19:24:53,578455 [INFOR] [userlog] 当前:2024-01-02 19:24:53 用户:wwh 创建固件扫描任务:v2710_a2_336.all, id:2174
01-02 19:24:54,073345 [INFOR] [userlog] 当前:2024-01-02 19:24:53 用户:wwh 开始固件扫描任务:v2710_a2_336.all, id:2174
01-02 19:24:55,339850 [INFOR] [userlog] 当前:2024-01-02 19:24:55 用户:wwh 创建固件扫描任务:v2710_a9_336.all, id:2175
01-02 19:24:55,750138 [INFOR] [userlog] 当前:2024-01-02 19:24:55 用户:wwh 开始固件扫描任务:v2710_a9_336.all, id:2175
01-02 19:24:56,819521 [INFOR] [userlog] 当前:2024-01-02 19:24:56 用户:wwh 创建固件扫描任务:v2710_a9_336.rst, id:2176
01-02 19:24:57,325497 [INFOR] [userlog] 当前:2024-01-02 19:24:57 用户:wwh 开始固件扫描任务:v2710_a9_336.rst, id:2176
01-02 19:24:58,548714 [INFOR] [userlog] 当前:2024-01-02 19:24:58 用户:wwh 创建固件扫描任务:v2710_a7_336.rst, id:2177
01-02 19:24:59,147835 [INFOR] [userlog] 当前:2024-01-02 19:24:58 用户:wwh 开始固件扫描任务:v2710_a7_336.rst, id:2177
01-02 19:25:00,560255 [INFOR] [userlog] 当前:2024-01-02 19:25:00 用户:wwh 创建固件扫描任务:v2710_a7_336.all, id:2178
01-02 19:25:01,159515 [INFOR] [userlog] 当前:2024-01-02 19:25:00 用户:wwh 开始固件扫描任务:v2710_a7_336.all, id:2178
01-02 19:25:02,388604 [INFOR] [userlog] 当前:2024-01-02 19:25:02 用户:wwh 创建固件扫描任务:v2710_a1_336.all, id:2179
01-02 19:25:02,853973 [INFOR] [userlog] 当前:2024-01-02 19:25:02 用户:wwh 开始固件扫描任务:v2710_a1_336.all, id:2179
01-02 19:25:04,171751 [INFOR] [userlog] 当前:2024-01-02 19:25:04 用户:wwh 创建固件扫描任务:v2710_a1_336.rst, id:2180
01-02 19:25:04,657679 [INFOR] [userlog] 当前:2024-01-02 19:25:04 用户:wwh 开始固件扫描任务:v2710_a1_336.rst, id:2180
01-02 19:25:06,238787 [INFOR] [userlog] 当前:2024-01-02 19:25:06 用户:wwh 创建固件扫描任务:v2710_a4_336.rst, id:2181
01-02 19:25:06,712954 [INFOR] [userlog] 当前:2024-01-02 19:25:06 用户:wwh 开始固件扫描任务:v2710_a4_336.rst, id:2181
01-02 19:25:07,764796 [INFOR] [userlog] 当前:2024-01-02 19:25:07 用户:wwh 创建固件扫描任务:v2710_a4_336.all, id:2182
01-02 19:25:08,218318 [INFOR] [userlog] 当前:2024-01-02 19:25:07 用户:wwh 开始固件扫描任务:v2710_a4_336.all, id:2182
01-02 19:25:09,382519 [INFOR] [userlog] 当前:2024-01-02 19:25:09 用户:wwh 创建固件扫描任务:v2710_b_336.rst, id:2183
01-02 19:25:09,806013 [INFOR] [userlog] 当前:2024-01-02 19:25:09 用户:wwh 开始固件扫描任务:v2710_b_336.rst, id:2183
01-02 19:25:11,002034 [INFOR] [userlog] 当前:2024-01-02 19:25:10 用户:wwh 创建固件扫描任务:v2710_b_336.all, id:2184
01-02 19:25:11,488361 [INFOR] [userlog] 当前:2024-01-02 19:25:11 用户:wwh 开始固件扫描任务:v2710_b_336.all, id:2184
01-02 19:25:12,863636 [INFOR] [userlog] 当前:2024-01-02 19:25:12 用户:wwh 创建固件扫描任务:v2710_b2_336.all, id:2185
01-02 19:25:13,436219 [INFOR] [userlog] 当前:2024-01-02 19:25:13 用户:wwh 开始固件扫描任务:v2710_b2_336.all, id:2185
01-02 19:25:14,567153 [INFOR] [userlog] 当前:2024-01-02 19:25:14 用户:wwh 创建固件扫描任务:v2710_b2_336.rst, id:2186
01-02 19:25:15,012305 [INFOR] [userlog] 当前:2024-01-02 19:25:14 用户:wwh 开始固件扫描任务:v2710_b2_336.rst, id:2186
01-02 19:25:16,685115 [INFOR] [userlog] 当前:2024-01-02 19:25:16 用户:wwh 创建固件扫描任务:v2710_b6_336.rst, id:2187
01-02 19:25:17,192077 [INFOR] [userlog] 当前:2024-01-02 19:25:16 用户:wwh 开始固件扫描任务:v2710_b6_336.rst, id:2187
01-02 19:25:18,412976 [INFOR] [userlog] 当前:2024-01-02 19:25:18 用户:wwh 创建固件扫描任务:v2710_b6_336.all, id:2188
01-02 19:25:18,881273 [INFOR] [userlog] 当前:2024-01-02 19:25:18 用户:wwh 开始固件扫描任务:v2710_b6_336.all, id:2188
01-02 19:25:20,053320 [INFOR] [userlog] 当前:2024-01-02 19:25:20 用户:wwh 创建固件扫描任务:v2710_b5_336.rst, id:2189
01-02 19:25:20,518915 [INFOR] [userlog] 当前:2024-01-02 19:25:20 用户:wwh 开始固件扫描任务:v2710_b5_336.rst, id:2189
01-02 19:25:21,754485 [INFOR] [userlog] 当前:2024-01-02 19:25:21 用户:wwh 创建固件扫描任务:v2710_b5_336.all, id:2190
01-02 19:25:22,299604 [INFOR] [userlog] 当前:2024-01-02 19:25:21 用户:wwh 开始固件扫描任务:v2710_b5_336.all, id:2190
01-02 19:25:23,520502 [INFOR] [userlog] 当前:2024-01-02 19:25:23 用户:wwh 创建固件扫描任务:v2710_b7_336.all, id:2191
01-02 19:25:24,015416 [INFOR] [userlog] 当前:2024-01-02 19:25:23 用户:wwh 开始固件扫描任务:v2710_b7_336.all, id:2191
01-02 19:25:25,253420 [INFOR] [userlog] 当前:2024-01-02 19:25:25 用户:wwh 创建固件扫描任务:v2710_b7_336.rst, id:2192
01-02 19:25:25,882720 [INFOR] [userlog] 当前:2024-01-02 19:25:25 用户:wwh 开始固件扫描任务:v2710_b7_336.rst, id:2192
01-02 19:25:27,883889 [INFOR] [userlog] 当前:2024-01-02 19:25:27 用户:wwh 创建固件扫描任务:v2710_b4_336.all, id:2193
01-02 19:25:28,768337 [INFOR] [userlog] 当前:2024-01-02 19:25:28 用户:wwh 开始固件扫描任务:v2710_b4_336.all, id:2193
01-02 19:25:30,372575 [INFOR] [userlog] 当前:2024-01-02 19:25:30 用户:wwh 创建固件扫描任务:v2710_b4_336.rst, id:2194
01-02 19:25:30,839686 [INFOR] [userlog] 当前:2024-01-02 19:25:30 用户:wwh 开始固件扫描任务:v2710_b4_336.rst, id:2194
01-02 19:25:32,090500 [INFOR] [userlog] 当前:2024-01-02 19:25:32 用户:wwh 创建固件扫描任务:v2710_b1_336.rst, id:2195
01-02 19:25:32,604405 [INFOR] [userlog] 当前:2024-01-02 19:25:32 用户:wwh 开始固件扫描任务:v2710_b1_336.rst, id:2195
01-02 19:25:33,847497 [INFOR] [userlog] 当前:2024-01-02 19:25:33 用户:wwh 创建固件扫描任务:v2710_b1_336.all, id:2196
01-02 19:25:34,380682 [INFOR] [userlog] 当前:2024-01-02 19:25:34 用户:wwh 开始固件扫描任务:v2710_b1_336.all, id:2196
01-02 19:25:35,766557 [INFOR] [userlog] 当前:2024-01-02 19:25:35 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2111112.zip, id:2197
01-02 19:25:36,233256 [INFOR] [userlog] 当前:2024-01-02 19:25:35 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2111112.zip, id:2197
01-02 19:25:37,535638 [INFOR] [userlog] 当前:2024-01-02 19:25:37 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 214702.zip, id:2198
01-02 19:25:37,907099 [INFOR] [userlog] 当前:2024-01-02 19:25:37 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 214702.zip, id:2198
01-02 19:25:39,404797 [INFOR] [userlog] 当前:2024-01-02 19:25:39 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 2211201.zip, id:2199
01-02 19:25:39,888330 [INFOR] [userlog] 当前:2024-01-02 19:25:39 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 2211201.zip, id:2199
01-02 19:25:41,328678 [INFOR] [userlog] 当前:2024-01-02 19:25:41 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 232201.zip, id:2200
01-02 19:25:41,783697 [INFOR] [userlog] 当前:2024-01-02 19:25:41 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 232201.zip, id:2200
01-02 19:25:43,212087 [INFOR] [userlog] 当前:2024-01-02 19:25:43 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 2121501.zip, id:2201
01-02 19:25:43,710913 [INFOR] [userlog] 当前:2024-01-02 19:25:43 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 2121501.zip, id:2201
01-02 19:25:45,120740 [INFOR] [userlog] 当前:2024-01-02 19:25:45 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 215202.zip, id:2202
01-02 19:25:45,601970 [INFOR] [userlog] 当前:2024-01-02 19:25:45 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 215202.zip, id:2202
01-02 19:25:47,151746 [INFOR] [userlog] 当前:2024-01-02 19:25:47 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2121302.zip, id:2203
01-02 19:25:47,909998 [INFOR] [userlog] 当前:2024-01-02 19:25:47 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2121302.zip, id:2203
01-02 19:25:49,500312 [INFOR] [userlog] 当前:2024-01-02 19:25:49 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 211011.zip, id:2204
01-02 19:25:49,942876 [INFOR] [userlog] 当前:2024-01-02 19:25:49 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 211011.zip, id:2204
01-02 19:25:51,475158 [INFOR] [userlog] 当前:2024-01-02 19:25:51 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 211801 .zip, id:2205
01-02 19:25:52,042484 [INFOR] [userlog] 当前:2024-01-02 19:25:51 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexA 211801 .zip, id:2205
01-02 19:25:55,701353 [INFOR] [userlog] 当前:2024-01-02 19:25:55 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2111302.zip, id:2206
01-02 19:25:56,195209 [INFOR] [userlog] 当前:2024-01-02 19:25:55 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2111302.zip, id:2206
01-02 19:25:57,607793 [INFOR] [userlog] 当前:2024-01-02 19:25:57 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2111312.zip, id:2207
01-02 19:25:58,197133 [INFOR] [userlog] 当前:2024-01-02 19:25:57 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.0.1 AnnexB 2111312.zip, id:2207
01-02 19:25:59,775486 [INFOR] [userlog] 当前:2024-01-02 19:25:59 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_232201.zip, id:2208
01-02 19:26:00,420758 [INFOR] [userlog] 当前:2024-01-02 19:26:00 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_232201.zip, id:2208
01-02 19:26:01,907038 [INFOR] [userlog] 当前:2024-01-02 19:26:01 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_STD.zip, id:2209
01-02 19:26:02,598574 [INFOR] [userlog] 当前:2024-01-02 19:26:02 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_STD.zip, id:2209
01-02 19:26:04,782372 [INFOR] [userlog] 当前:2024-01-02 19:26:04 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_2121501.zip, id:2210
01-02 19:26:05,316270 [INFOR] [userlog] 当前:2024-01-02 19:26:05 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_2121501.zip, id:2210
01-02 19:26:07,076738 [INFOR] [userlog] 当前:2024-01-02 19:26:07 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_2211201.zip, id:2211
01-02 19:26:07,670737 [INFOR] [userlog] 当前:2024-01-02 19:26:07 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_2211201.zip, id:2211
01-02 19:26:09,192161 [INFOR] [userlog] 当前:2024-01-02 19:26:09 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_211801.zip, id:2212
01-02 19:26:09,670898 [INFOR] [userlog] 当前:2024-01-02 19:26:09 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_211801.zip, id:2212
01-02 19:26:11,348422 [INFOR] [userlog] 当前:2024-01-02 19:26:11 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_244001.zip, id:2213
